ImageId,Label
1158,0
1159,0
1160,9
1161,0
1162,9
1163,0
1164,6
1165,4
1166,0
1167,0
1168,4
1169,0
1170,0
1171,2
1172,9
1173,0
1174,0
1175,2
1176,2
1177,0
1178,2
1179,0
1180,0
1181,0
1182,9
1183,4
1184,0
1185,7
1186,0
1187,0
1188,0
1189,9
1190,7
1191,0
1192,0
1193,0
1194,0
1195,9
1196,0
1197,0
1198,0
1199,4
1200,4
1201,0
1202,0
1203,0
1204,0
1205,0
1206,9
1207,6
1208,4
1209,0
1210,4
1211,0
1212,0
1213,4
1214,0
1215,9
1216,6
1217,7
1218,0
1219,2
1220,0
1221,0
1222,0
1223,0
1224,0
1225,9
1226,9
1227,9
1228,9
1229,0
1230,4
1231,0
1232,7
1233,0
1234,0
1235,6
1236,9
1237,0
1238,0
1239,9
1240,9
1241,0
1242,7
1243,0
1244,0
1245,0
1246,7
1247,4
1248,0
1249,6
1250,6
1251,6
1252,0
1253,0
1254,0
1255,0
1256,0
1257,6
1258,0
1259,0
1260,0
1261,9
1262,4
1263,2
1264,2
1265,2
1266,9
1267,9
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,2
1278,4
1279,6
1280,0
1281,0
1282,0
1283,0
1284,7
1285,0
1286,0
1287,0
1288,0
1289,0
1290,9
1291,0
1292,0
1293,6
1294,0
1295,9
1296,0
1297,6
1298,0
1299,6
1300,6
1301,6
1302,0
1303,0
1304,4
1305,0
1306,0
1307,0
1308,0
1309,0
1310,6
1311,0
1312,9
1313,0
1314,9
1315,6
1316,2
1317,4
1318,0
1319,0
1320,9
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,6
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,9
1335,0
1336,4
1337,0
1338,0
1339,2
1340,0
1341,9
1342,0
1343,0
1344,0
1345,0
1346,0
1347,6
1348,0
1349,0
1350,0
1351,6
1352,0
1353,2
1354,0
1355,2
1356,9
1357,2
1358,0
1359,0
1360,9
1361,0
1362,0
1363,0
1364,0
1365,4
1366,0
1367,0
1368,2
1369,0
1370,6
1371,7
1372,6
1373,0
1374,0
1375,0
1376,0
1377,0
1378,9
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,9
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,9
1395,4
1396,0
1397,2
1398,7
1399,4
1400,0
1401,0
1402,0
1403,2
1404,0
1405,0
1406,7
1407,0
1408,4
1409,0
1410,9
1411,0
1412,0
1413,0
1414,0
1415,0
1416,7
1417,0
1418,0
1419,7
1420,9
1421,2
1422,0
1423,6
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,4
1431,7
1432,0
1433,0
1434,6
1435,0
1436,9
1437,0
1438,9
1439,9
1440,6
1441,0
1442,2
1443,7
1444,4
1445,0
1446,0
1447,4
1448,9
1449,0
1450,0
1451,0
1452,7
1453,0
1454,9
1455,0
1456,0
1457,7
1458,0
1459,0
1460,0
1461,0
1462,0
1463,6
1464,2
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,6
1473,0
1474,9
1475,0
1476,2
1477,9
1478,4
1479,0
1480,0
1481,7
1482,6
1483,4
1484,4
1485,0
1486,7
1487,0
1488,9
1489,6
1490,7
1491,0
1492,0
1493,9
1494,0
1495,0
1496,0
1497,6
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,6
1506,0
1507,0
1508,2
1509,0
1510,0
1511,0
1512,6
1513,9
1514,2
1515,0
1516,0
1517,7
1518,0
1519,9
1520,0
1521,0
1522,9
1523,0
1524,0
1525,0
1526,0
1527,0
1528,2
1529,0
1530,4
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,9
1547,7
1548,9
1549,4
1550,6
1551,0
1552,0
1553,9
1554,2
1555,7
1556,4
1557,0
1558,0
1559,0
1560,0
1561,9
1562,0
1563,7
1564,0
1565,0
1566,0
1567,0
1568,9
1569,6
1570,0
1571,0
1572,0
1573,7
1574,0
1575,2
1576,6
1577,0
1578,7
1579,2
1580,0
1581,0
1582,0
1583,0
1584,4
1585,6
1586,2
1587,4
1588,0
1589,2
1590,0
1591,6
1592,0
1593,0
1594,2
1595,9
1596,0
1597,0
1598,2
1599,0
1600,0
1601,7
1602,0
1603,6
1604,2
1605,0
1606,0
1607,2
1608,0
1609,0
1610,0
1611,4
1612,0
1613,0
1614,0
1615,9
1616,0
1617,2
1618,0
1619,0
1620,0
1621,6
1622,0
1623,0
1624,0
1625,4
1626,9
1627,6
1628,6
1629,7
1630,0
1631,9
1632,6
1633,6
1634,0
1635,0
1636,7
1637,0
1638,0
1639,0
1640,0
1641,0
1642,7
1643,0
1644,0
1645,4
1646,6
1647,0
1648,0
1649,0
1650,0
1651,7
1652,7
1653,0
1654,0
1655,9
1656,0
1657,2
1658,4
1659,0
1660,0
1661,0
1662,6
1663,0
1664,0
1665,0
1666,6
1667,6
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,2
1677,0
1678,0
1679,0
1680,0
1681,0
1682,6
1683,0
1684,0
1685,6
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,6
1693,0
1694,0
1695,7
1696,4
1697,0
1698,9
1699,0
1700,2
1701,0
1702,0
1703,9
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,9
1716,7
1717,0
1718,0
1719,0
1720,0
1721,0
1722,6
1723,2
1724,4
1725,2
1726,0
1727,6
1728,0
1729,9
1730,0
1731,4
1732,0
1733,9
1734,4
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,9
1744,0
1745,9
1746,0
1747,0
1748,0
1749,0
1750,7
1751,0
1752,6
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,2
1760,0
1761,6
1762,0
1763,9
1764,0
1765,0
1766,4
1767,0
1768,0
1769,0
1770,0
1771,2
1772,2
1773,0
1774,0
1775,0
1776,0
1777,2
1778,0
1779,4
1780,0
1781,0
1782,7
1783,0
1784,6
1785,6
1786,2
1787,0
1788,2
1789,2
1790,9
1791,0
1792,9
1793,6
1794,9
1795,2
1796,2
1797,6
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,4
1807,0
1808,6
1809,0
1810,0
1811,6
1812,0
1813,0
1814,0
1815,0
1816,0
1817,6
1818,0
1819,2
1820,0
1821,6
1822,0
1823,0
1824,9
1825,9
1826,0
1827,0
1828,0
1829,0
1830,9
1831,6
1832,0
1833,0
1834,0
1835,0
1836,0
1837,9
1838,0
1839,6
1840,6
1841,2
1842,4
1843,0
1844,0
1845,2
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,4
1854,7
1855,4
1856,0
1857,6
1858,0
1859,7
1860,0
1861,2
1862,6
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,2
1872,2
1873,6
1874,9
1875,0
1876,2
1877,0
1878,2
1879,0
1880,0
1881,4
1882,0
1883,0
1884,0
1885,4
1886,0
1887,0
1888,0
1889,6
1890,9
1891,0
1892,6
1893,0
1894,0
1895,6
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,9
1906,0
1907,6
1908,9
1909,9
1910,0
1911,0
1912,0
1913,9
1914,0
1915,7
1916,9
1917,0
1918,0
1919,9
1920,0
1921,6
1922,9
1923,2
1924,4
1925,2
1926,0
1927,9
1928,4
1929,4
1930,0
1931,0
1932,6
1933,0
1934,6
1935,0
1936,0
1937,0
1938,9
1939,0
1940,9
1941,0
1942,0
1943,0
1944,6
1945,0
1946,0
1947,6
1948,6
1949,0
1950,0
1951,4
1952,0
1953,0
1954,7
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,6
1963,0
1964,0
1965,6
1966,0
1967,9
1968,0
1969,0
1970,9
1971,0
1972,0
1973,0
1974,0
1975,4
1976,0
1977,9
1978,0
1979,0
1980,9
1981,0
1982,6
1983,0
1984,0
1985,2
1986,0
1987,0
1988,7
1989,0
1990,9
1991,0
1992,7
1993,0
1994,6
1995,2
1996,0
1997,0
1998,0
1999,7
2000,0
2001,6
2002,0
2003,6
2004,7
2005,2
2006,0
2007,9
2008,7
2009,0
2010,0
2011,4
2012,0
2013,6
2014,6
2015,7
2016,0
2017,0
2018,0
2019,0
2020,0
2021,9
2022,4
2023,6
2024,2
2025,6
2026,0
2027,0
2028,2
2029,9
2030,6
2031,0
2032,2
2033,0
2034,0
2035,0
2036,6
2037,0
2038,2
2039,2
2040,7
2041,0
2042,0
2043,4
2044,9
2045,2
2046,0
2047,0
2048,2
2049,4
2050,0
2051,9
2052,0
2053,0
2054,0
2055,0
2056,9
2057,0
2058,0
2059,0
2060,9
2061,0
2062,7
2063,0
2064,0
2065,0
2066,2
2067,9
2068,0
2069,9
2070,9
2071,4
2072,6
2073,4
2074,6
2075,0
2076,9
2077,0
2078,0
2079,0
2080,2
2081,0
2082,6
2083,0
2084,2
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,6
2096,2
2097,0
2098,4
2099,0
2100,7
2101,0
2102,9
2103,2
2104,6
2105,6
2106,0
2107,0
2108,0
2109,0
2110,6
2111,7
2112,4
2113,2
2114,2
2115,0
2116,0
2117,6
2118,2
2119,0
2120,4
2121,2
2122,6
2123,0
2124,0
2125,6
2126,0
2127,0
2128,6
2129,0
2130,2
2131,4
2132,4
2133,0
2134,0
2135,6
2136,0
2137,0
2138,4
2139,6
2140,6
2141,0
2142,0
2143,2
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,6
2154,0
2155,0
2156,0
2157,2
2158,0
2159,0
2160,9
2161,0
2162,0
2163,0
2164,0
2165,0
2166,6
2167,0
2168,6
2169,0
2170,9
2171,5
2172,2
2173,0
2174,7
2175,0
2176,0
2177,2
2178,0
2179,4
2180,4
2181,6
2182,0
2183,0
2184,6
2185,0
2186,9
2187,0
2188,7
2189,4
2190,0
2191,9
2192,4
2193,0
2194,4
2195,0
2196,0
2197,9
2198,0
2199,0
2200,0
2201,9
2202,0
2203,2
2204,4
2205,0
2206,2
2207,6
2208,6
2209,0
2210,0
2211,4
2212,0
2213,0
2214,2
2215,6
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,2
2227,2
2228,0
2229,0
2230,4
2231,2
2232,2
2233,0
2234,0
2235,0
2236,9
2237,4
2238,0
2239,0
2240,0
2241,9
2242,0
2243,0
2244,9
2245,0
2246,6
2247,0
2248,0
2249,0
2250,9
2251,0
2252,0
2253,6
2254,9
2255,0
2256,4
2257,6
2258,0
2259,6
2260,0
2261,0
2262,9
2263,0
2264,0
2265,0
2266,0
2267,4
2268,2
2269,0
2270,0
2271,0
2272,0
2273,4
2274,0
2275,0
2276,6
2277,0
2278,0
2279,7
2280,9
2281,0
2282,0
2283,2
2284,6
2285,0
2286,0
2287,0
2288,9
2289,6
2290,0
2291,0
2292,2
2293,0
2294,4
2295,0
2296,6
2297,4
2298,0
2299,0
2300,2
2301,0
2302,0
2303,0
2304,4
2305,0
2306,0
2307,0
2308,0
2309,6
2310,4
2311,0
2312,9
2313,7
2314,0
2315,0
2316,2
2317,0
2318,0
2319,2
2320,6
2321,4
2322,2
2323,0
2324,9
2325,0
2326,0
2327,6
2328,0
2329,0
2330,0
2331,2
2332,0
2333,9
2334,0
2335,0
2336,0
2337,0
2338,9
2339,9
2340,4
2341,6
2342,0
2343,0
2344,6
2345,9
2346,9
2347,6
2348,6
2349,0
2350,9
2351,4
2352,9
2353,7
2354,4
2355,0
2356,7
2357,2
2358,0
2359,0
2360,0
2361,0
2362,6
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,9
2370,0
2371,2
2372,4
2373,2
2374,0
2375,0
2376,6
2377,0
2378,6
2379,0
2380,0
2381,0
2382,6
2383,6
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,7
2391,0
2392,0
2393,7
2394,7
2395,0
2396,6
2397,0
2398,0
2399,9
2400,9
2401,0
2402,0
2403,0
2404,7
2405,0
2406,0
2407,0
2408,0
2409,0
2410,9
2411,0
2412,0
2413,9
2414,0
2415,9
2416,0
2417,0
2418,2
2419,2
2420,0
2421,0
2422,0
2423,0
2424,0
2425,9
2426,4
2427,0
2428,4
2429,2
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,9
2438,0
2439,0
2440,0
2441,0
2442,9
2443,2
2444,2
2445,0
2446,0
2447,4
2448,4
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,6
2456,9
2457,0
2458,9
2459,0
2460,7
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,9
2470,0
2471,0
2472,0
2473,9
2474,6
2475,0
2476,0
2477,4
2478,0
2479,2
2480,0
2481,0
2482,9
2483,0
2484,0
2485,0
2486,9
2487,2
2488,9
2489,6
2490,0
2491,0
2492,6
2493,6
2494,9
2495,0
2496,4
2497,2
2498,2
2499,4
2500,0
2501,7
2502,6
2503,0
2504,0
2505,4
2506,2
2507,4
2508,0
2509,0
2510,2
2511,2
2512,0
2513,0
2514,2
2515,0
2516,2
2517,6
2518,0
2519,2
2520,0
2521,2
2522,0
2523,0
2524,0
2525,0
2526,0
2527,9
2528,0
2529,6
2530,6
2531,4
2532,0
2533,0
2534,9
2535,2
2536,4
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,2
2548,4
2549,0
2550,0
2551,6
2552,0
2553,0
2554,0
2555,0
2556,0
2557,2
2558,6
2559,9
2560,4
2561,0
2562,7
2563,0
2564,0
2565,6
2566,0
2567,9
2568,9
2569,4
2570,6
2571,0
2572,6
2573,4
2574,0
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,9
2582,6
2583,0
2584,2
2585,0
2586,0
2587,0
2588,6
2589,2
2590,9
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,2
2598,0
2599,0
2600,2
2601,9
2602,0
2603,0
2604,9
2605,9
2606,0
2607,0
2608,6
2609,0
2610,7
2611,6
2612,4
2613,6
2614,0
2615,7
2616,6
2617,6
2618,0
2619,0
2620,0
2621,2
2622,0
2623,6
2624,4
2625,0
2626,9
2627,9
2628,6
2629,0
2630,6
2631,4
2632,0
2633,9
2634,4
2635,9
2636,9
2637,0
2638,2
2639,0
2640,0
2641,6
2642,2
2643,2
2644,0
2645,2
2646,0
2647,4
2648,7
2649,4
2650,0
2651,0
2652,0
2653,9
2654,0
2655,0
2656,4
2657,9
2658,0
2659,9
2660,7
2661,0
2662,0
2663,9
2664,6
2665,7
2666,0
2667,9
2668,7
2669,0
2670,2
2671,0
2672,0
2673,2
2674,0
2675,2
2676,0
2677,0
2678,2
2679,6
2680,6
2681,0
2682,0
2683,6
2684,7
2685,4
2686,0
2687,0
2688,0
2689,0
2690,2
2691,0
2692,0
2693,0
2694,9
2695,0
2696,0
2697,4
2698,9
2699,7
2700,0
2701,0
2702,9
2703,0
2704,0
2705,0
2706,9
2707,2
2708,6
2709,7
2710,9
2711,0
2712,0
2713,0
2714,0
2715,6
2716,0
2717,0
2718,6
2719,0
2720,0
2721,0
2722,2
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,6
2731,0
2732,9
2733,9
2734,0
2735,6
2736,9
2737,0
2738,0
2739,0
2740,7
2741,0
2742,0
2743,0
2744,4
2745,7
2746,0
2747,0
2748,0
2749,5
2750,4
2751,0
2752,0
2753,9
2754,6
2755,0
2756,0
2757,0
2758,2
2759,0
2760,9
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,2
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,7
2776,2
2777,0
2778,6
2779,0
2780,0
2781,0
2782,0
2783,0
2784,2
2785,2
2786,6
2787,0
2788,0
2789,9
2790,7
2791,6
2792,0
2793,5
2794,0
2795,9
2796,6
2797,0
2798,0
2799,6
2800,4
2801,0
2802,0
2803,0
2804,0
2805,2
2806,0
2807,0
2808,6
2809,4
2810,0
2811,0
2812,9
2813,2
2814,9
2815,0
2816,0
2817,0
2818,0
2819,0
2820,4
2821,0
2822,0
2823,0
2824,0
2825,0
2826,6
2827,0
2828,0
2829,2
2830,9
2831,2
2832,0
2833,2
2834,6
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,6
2842,0
2843,0
2844,6
2845,0
2846,2
2847,0
2848,9
2849,4
2850,0
2851,4
2852,7
2853,0
2854,0
2855,6
2856,4
2857,6
2858,0
2859,0
2860,0
2861,4
2862,0
2863,0
2864,0
2865,6
2866,0
2867,0
2868,0
2869,2
2870,0
2871,6
2872,4
2873,0
2874,9
2875,0
2876,0
2877,0
2878,0
2879,0
2880,4
2881,9
2882,2
2883,0
2884,0
2885,0
2886,9
2887,6
2888,0
2889,0
2890,0
2891,6
2892,0
2893,0
2894,7
2895,9
2896,9
2897,0
2898,0
2899,0
2900,2
2901,0
2902,0
2903,0
2904,2
2905,0
2906,0
2907,0
2908,2
2909,0
2910,0
2911,6
2912,0
2913,6
2914,7
2915,0
2916,2
2917,6
2918,7
2919,2
2920,2
2921,0
2922,9
2923,9
2924,4
2925,2
2926,7
2927,0
2928,0
2929,0
2930,0
2931,7
2932,0
2933,0
2934,0
2935,0
2936,4
2937,2
2938,0
2939,6
2940,0
2941,9
2942,7
2943,7
2944,0
2945,0
2946,9
2947,9
2948,0
2949,0
2950,9
2951,0
2952,2
2953,9
2954,0
2955,0
2956,0
2957,6
2958,0
2959,6
2960,0
2961,2
2962,7
2963,0
2964,0
2965,6
2966,9
2967,0
2968,0
2969,2
2970,0
2971,2
2972,9
2973,7
2974,9
2975,0
2976,0
2977,0
2978,0
2979,4
2980,0
2981,6
2982,0
2983,7
2984,0
2985,0
2986,9
2987,2
2988,0
2989,0
2990,0
2991,0
2992,0
2993,7
2994,0
2995,0
